timestamp,frame_id,hand_id,hand_type,confidence,palm_x,palm_y,palm_z,palm_normal_x,palm_normal_y,palm_normal_z,palm_velocity_x,palm_velocity_y,palm_velocity_z,grab_strength,pinch_strength,pinch_distance,thumb_extended,index_extended,middle_extended,ring_extended,pinky_extended,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_tip_x,index_tip_y,index_tip_z,gesture_type,sequence_id,recording_timestamp,video_file_path,performance_actual_fps,performance_total_frames,performance_target_fps,performance_quality,performance_mode,video_recording_time
2025-11-18 12:05:06.626330,1,251,HandType.Left,0.7068442106246948,-172.84007263183594,199.06753540039062,-3.1641969680786133,-0.9500014781951904,0.10078272968530655,-0.29553350806236267,4.270059585571289,3.952562093734741,2.2840847969055176,0.0,0.0,72.64230346679688,1,1,1,1,1,-219.70193481445312,149.03570556640625,-30.607261657714844,-152.66513061523438,179.75416564941406,-86.43449401855469,grab,41,2025-11-18T12:05:06.626330,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.636415,2,251,HandType.Left,0.707062840461731,-172.73785400390625,199.10804748535156,-3.1466848850250244,-0.949286699295044,0.10287739336490631,-0.2971043288707733,9.085865020751953,3.6019744873046875,1.556492805480957,0.0,0.0,72.59852600097656,1,1,1,1,1,-219.60922241210938,149.0648651123047,-30.677560806274414,-152.65908813476562,179.70748901367188,-86.41117858886719,grab,41,2025-11-18T12:05:06.636415,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.643227,3,251,HandType.Left,0.7070225477218628,-172.67822265625,199.14134216308594,-3.1787192821502686,-0.9488987326622009,0.10475658625364304,-0.29768648743629456,5.600031852722168,3.125885248184204,-3.0082080364227295,0.0,0.0,72.49443817138672,1,1,1,1,1,-219.45687866210938,149.05807495117188,-30.816225051879883,-152.7127227783203,179.68670654296875,-86.47228240966797,grab,41,2025-11-18T12:05:06.643227,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.649276,4,251,HandType.Left,0.7068443894386292,-172.63943481445312,199.21495056152344,-3.264829397201538,-0.9486271142959595,0.10709622502326965,-0.29771971702575684,3.484151840209961,6.613475799560547,-7.736749649047852,0.0,0.0,72.26336669921875,1,1,1,1,1,-219.1514129638672,149.03590393066406,-31.021713256835938,-152.8372802734375,179.71258544921875,-86.5831298828125,grab,41,2025-11-18T12:05:06.649276,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.673204,5,251,HandType.Left,0.7068443894386292,-172.63943481445312,199.21495056152344,-3.264829397201538,-0.9486271142959595,0.10709622502326965,-0.29771971702575684,3.484151840209961,6.613475799560547,-7.736749649047852,0.0,0.0,72.26336669921875,1,1,1,1,1,-219.1514129638672,149.03590393066406,-31.021713256835938,-152.8372802734375,179.71258544921875,-86.5831298828125,grab,41,2025-11-18T12:05:06.673204,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.677237,6,251,HandType.Left,0.7068443894386292,-172.63943481445312,199.21495056152344,-3.264829397201538,-0.9486271142959595,0.10709622502326965,-0.29771971702575684,3.484151840209961,6.613475799560547,-7.736749649047852,0.0,0.0,72.26336669921875,1,1,1,1,1,-219.1514129638672,149.03590393066406,-31.021713256835938,-152.8372802734375,179.71258544921875,-86.5831298828125,grab,41,2025-11-18T12:05:06.677237,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.681265,7,251,HandType.Left,0.7068443894386292,-172.63943481445312,199.21495056152344,-3.264829397201538,-0.9486271142959595,0.10709622502326965,-0.29771971702575684,3.484151840209961,6.613475799560547,-7.736749649047852,0.0,0.0,72.26336669921875,1,1,1,1,1,-219.1514129638672,149.03590393066406,-31.021713256835938,-152.8372802734375,179.71258544921875,-86.5831298828125,grab,41,2025-11-18T12:05:06.681265,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.704600,8,251,HandType.Left,0.7043080925941467,-172.0716552734375,198.9112091064453,-3.3943870067596436,-0.9451207518577576,0.12408267706632614,-0.3022419810295105,26.540571212768555,-15.623589515686035,-1.8487797975540161,0.0,0.0,71.55442810058594,1,1,1,1,1,-217.56246948242188,148.4136199951172,-31.357816696166992,-152.04489135742188,178.84872436523438,-86.67523956298828,grab,41,2025-11-18T12:05:06.704600,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.708620,9,251,HandType.Left,0.7043080925941467,-172.0716552734375,198.9112091064453,-3.3943870067596436,-0.9451207518577576,0.12408267706632614,-0.3022419810295105,26.540571212768555,-15.623589515686035,-1.8487797975540161,0.0,0.0,71.55442810058594,1,1,1,1,1,-217.56246948242188,148.4136199951172,-31.357816696166992,-152.04489135742188,178.84872436523438,-86.67523956298828,grab,41,2025-11-18T12:05:06.708620,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.714033,10,251,HandType.Left,0.7043080925941467,-172.0716552734375,198.9112091064453,-3.3943870067596436,-0.9451207518577576,0.12408267706632614,-0.3022419810295105,26.540571212768555,-15.623589515686035,-1.8487797975540161,0.0,0.0,71.55442810058594,1,1,1,1,1,-217.56246948242188,148.4136199951172,-31.357816696166992,-152.04489135742188,178.84872436523438,-86.67523956298828,grab,41,2025-11-18T12:05:06.714033,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.735918,11,251,HandType.Left,0.7058492302894592,-171.36080932617188,198.51678466796875,-3.4322328567504883,-0.9425583481788635,0.13378022611141205,-0.30608275532722473,27.948476791381836,-14.368943214416504,1.2244997024536133,0.0,0.0,71.31451416015625,1,1,1,1,1,-216.68338012695312,147.77102661132812,-31.099363327026367,-151.38742065429688,177.18743896484375,-86.72645568847656,grab,41,2025-11-18T12:05:06.735918,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.739953,12,251,HandType.Left,0.7058492302894592,-171.36080932617188,198.51678466796875,-3.4322328567504883,-0.9425583481788635,0.13378022611141205,-0.30608275532722473,27.948476791381836,-14.368943214416504,1.2244997024536133,0.0,0.0,71.31451416015625,1,1,1,1,1,-216.68338012695312,147.77102661132812,-31.099363327026367,-151.38742065429688,177.18743896484375,-86.72645568847656,grab,41,2025-11-18T12:05:06.739953,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
2025-11-18 12:05:06.751538,13,251,HandType.Left,0.7058492302894592,-171.36080932617188,198.51678466796875,-3.4322328567504883,-0.9425583481788635,0.13378022611141205,-0.30608275532722473,27.948476791381836,-14.368943214416504,1.2244997024536133,0.0,0.0,71.31451416015625,1,1,1,1,1,-216.68338012695312,147.77102661132812,-31.099363327026367,-151.38742065429688,177.18743896484375,-86.72645568847656,grab,41,2025-11-18T12:05:06.751538,my_hand_data\videos\grab_seq41_20251118_120506_600787.avi,89.61348806477133,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:05:10.723651
