timestamp,frame_id,hand_id,hand_type,confidence,palm_x,palm_y,palm_z,palm_normal_x,palm_normal_y,palm_normal_z,palm_velocity_x,palm_velocity_y,palm_velocity_z,grab_strength,pinch_strength,pinch_distance,thumb_extended,index_extended,middle_extended,ring_extended,pinky_extended,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_tip_x,index_tip_y,index_tip_z,gesture_type,sequence_id,recording_timestamp,video_file_path,performance_actual_fps,performance_total_frames,performance_target_fps,performance_quality,performance_mode,video_recording_time
2025-11-18 12:10:05.538700,1,294,HandType.Left,0.530034065246582,-272.33477783203125,128.83224487304688,161.87339782714844,0.9086001515388489,-0.06924034655094147,0.4118877053260803,25.748022079467773,-13.297306060791016,0.6471807360649109,0.0,0.0,69.30940246582031,0,1,1,1,1,-223.0791015625,146.63320922851562,184.6959686279297,-228.48068237304688,154.2276611328125,111.59839630126953,push,8,2025-11-18T12:10:05.538700,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
2025-11-18 12:10:05.544887,2,294,HandType.Left,0.530034065246582,-272.33477783203125,128.83224487304688,161.87339782714844,0.9086001515388489,-0.06924034655094147,0.4118877053260803,25.748022079467773,-13.297306060791016,0.6471807360649109,0.0,0.0,69.30940246582031,0,1,1,1,1,-223.0791015625,146.63320922851562,184.6959686279297,-228.48068237304688,154.2276611328125,111.59839630126953,push,8,2025-11-18T12:10:05.544887,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
2025-11-18 12:10:05.552516,3,294,HandType.Left,0.5305052995681763,-272.04193115234375,128.697265625,161.92544555664062,0.9080041646957397,-0.0700269266963005,0.41306743025779724,26.429706573486328,-12.182958602905273,4.696945667266846,0.0,0.0,69.4140853881836,0,1,1,1,1,-222.75094604492188,146.5637969970703,184.93446350097656,-228.1332244873047,154.11770629882812,111.64481353759766,push,8,2025-11-18T12:10:05.552516,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
2025-11-18 12:10:05.567539,4,294,HandType.Left,0.5312095284461975,-271.8284912109375,128.64886474609375,162.10406494140625,0.9075689315795898,-0.07198061794042587,0.4136875867843628,18.948598861694336,-4.296243190765381,15.855880737304688,0.0,0.0,69.45856475830078,0,1,1,1,1,-222.45066833496094,146.54969787597656,185.2225799560547,-227.82713317871094,154.0712890625,111.79749298095703,push,8,2025-11-18T12:10:05.567539,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
2025-11-18 12:10:05.572537,5,294,HandType.Left,0.5301306247711182,-271.6641845703125,128.60824584960938,162.26019287109375,0.9071208238601685,-0.07260993123054504,0.4145594835281372,14.720491409301758,-3.6390457153320312,13.988146781921387,0.0,0.0,69.45945739746094,0,1,1,1,1,-222.2667999267578,146.53814697265625,185.4558868408203,-227.5846405029297,154.0791015625,111.9505844116211,push,8,2025-11-18T12:10:05.572537,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
2025-11-18 12:10:05.598418,6,294,HandType.Left,0.5258324146270752,-271.2803649902344,128.44845581054688,162.52256774902344,0.9066014885902405,-0.0724133774638176,0.4157283902168274,13.639871597290039,-2.2412185668945312,12.909738540649414,0.0,0.0,69.56480407714844,0,1,1,1,1,-221.8604736328125,146.51596069335938,185.9067840576172,-227.15780639648438,154.08901977539062,112.2145767211914,push,8,2025-11-18T12:10:05.598418,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
2025-11-18 12:10:05.603644,7,294,HandType.Left,0.5258324146270752,-271.2803649902344,128.44845581054688,162.52256774902344,0.9066014885902405,-0.0724133774638176,0.4157283902168274,13.639871597290039,-2.2412185668945312,12.909738540649414,0.0,0.0,69.56480407714844,0,1,1,1,1,-221.8604736328125,146.51596069335938,185.9067840576172,-227.15780639648438,154.08901977539062,112.2145767211914,push,8,2025-11-18T12:10:05.603644,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
2025-11-18 12:10:05.610137,8,294,HandType.Left,0.5288347005844116,-271.12921142578125,128.3890838623047,162.59120178222656,0.9061635732650757,-0.07144998013973236,0.4168483018875122,13.453384399414062,-5.2848029136657715,6.109511375427246,0.0,0.0,69.56744384765625,0,1,1,1,1,-221.66981506347656,146.55491638183594,186.04591369628906,-226.96864318847656,154.04458618164062,112.43321228027344,push,8,2025-11-18T12:10:05.610137,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
2025-11-18 12:10:05.629177,9,294,HandType.Left,0.5308278203010559,-270.9779052734375,128.3505859375,162.6602020263672,0.9058623909950256,-0.07040928304195404,0.41767919063568115,13.750224113464355,-3.498680353164673,6.269635200500488,0.0,0.0,69.57561492919922,0,1,1,1,1,-221.46275329589844,146.4951171875,186.15484619140625,-226.79991149902344,154.017333984375,112.54072570800781,push,8,2025-11-18T12:10:05.629177,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
2025-11-18 12:10:05.636154,10,294,HandType.Left,0.529464066028595,-270.695556640625,128.31178283691406,162.5704345703125,0.9057603478431702,-0.07036802917718887,0.4179072678089142,25.112674713134766,-3.4504342079162598,-7.984121322631836,0.0,0.0,69.6194076538086,0,1,1,1,1,-221.18360900878906,146.45388793945312,186.13677978515625,-226.48211669921875,153.99557495117188,112.48062896728516,push,8,2025-11-18T12:10:05.636154,my_hand_data\videos\push_seq8_20251118_121005_515802.avi,89.66619963860529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T12:10:09.592409
